feature_name,date_code,measure,response,percent,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity,walking_distance_to_nearest_greenspace
North Lanarkshire,2019,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,96,All,All,All,All,All,All,Less than 10 minutes
Scotland,2015,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,94,All,All,All,All,All,All,Less than 10 minutes
Falkirk,2019,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,84,All,All,All,All,All,All,Less than 10 minutes
Falkirk,2013,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,91,All,All,All,All,All,All,Less than 10 minutes
Fife,2013,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,93,All,All,All,All,All,All,Less than 10 minutes
Stirling,2016,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,94,All,All,All,All,All,All,Less than 10 minutes
Highland,2019,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,89,All,All,All,All,All,All,Less than 10 minutes
Orkney Islands,2015,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,94,All,All,All,All,All,All,Less than 10 minutes
Stirling,2014,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,91,All,All,All,All,All,All,Less than 10 minutes
Aberdeen City,2018,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,85,All,All,All,All,All,All,Less than 10 minutes
Dundee City,2017,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,90,All,All,All,All,All,All,Less than 10 minutes
Perth and Kinross,2019,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,92,All,All,All,All,All,All,Less than 10 minutes
Falkirk,2018,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,92,All,All,All,All,All,All,Less than 10 minutes
Scotland,2015,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,86,All,All,All,All,All,All,Less than 10 minutes
Na h-Eileanan Siar,2013,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,95,All,All,All,All,All,All,Less than 10 minutes
Aberdeen City,2017,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,84,All,All,All,All,All,All,Less than 10 minutes
East Ayrshire,2014,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,86,All,All,All,All,All,All,Less than 10 minutes
Highland,2013,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,96,All,All,All,All,All,All,Less than 10 minutes
East Dunbartonshire,2013,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,94,All,All,All,All,All,All,Less than 10 minutes
Aberdeen City,2015,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,89,All,All,All,All,All,All,Less than 10 minutes
East Ayrshire,2018,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,64,All,All,All,All,All,All,Less than 10 minutes
Fife,2019,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,84,All,All,All,All,All,All,Less than 10 minutes
Inverclyde,2019,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,89,All,All,All,All,All,All,Less than 10 minutes
Inverclyde,2017,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,94,All,All,All,All,All,All,Less than 10 minutes
Highland,2014,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,97,All,All,All,All,All,All,Less than 10 minutes
Falkirk,2018,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,83,All,All,All,All,All,All,Less than 10 minutes
South Ayrshire,2015,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,87,All,All,All,All,All,All,Less than 10 minutes
Perth and Kinross,2018,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,91,All,All,All,All,All,All,Less than 10 minutes
Aberdeen City,2019,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,79,All,All,All,All,All,All,Less than 10 minutes
Highland,2015,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,96,All,All,All,All,All,All,Less than 10 minutes
Falkirk,2017,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,96,All,All,All,All,All,All,Less than 10 minutes
North Lanarkshire,2016,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,96,All,All,All,All,All,All,Less than 10 minutes
East Lothian,2014,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,92,All,All,All,All,All,All,Less than 10 minutes
Scottish Borders,2016,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,91,All,All,All,All,All,All,Less than 10 minutes
Scottish Borders,2015,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,90,All,All,All,All,All,All,Less than 10 minutes
Scotland,2013,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,94,All,All,All,All,All,All,Less than 10 minutes
Angus,2014,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,82,All,All,All,All,All,All,Less than 10 minutes
East Renfrewshire,2013,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,96,All,All,All,All,All,All,Less than 10 minutes
Shetland Islands,2017,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,98,All,All,All,All,All,All,Less than 10 minutes
East Lothian,2018,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,94,All,All,All,All,All,All,Less than 10 minutes
Scottish Borders,2018,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,93,All,All,All,All,All,All,Less than 10 minutes
West Lothian,2016,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,87,All,All,All,All,All,All,Less than 10 minutes
Scotland,2014,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,94,All,All,All,All,All,All,Less than 10 minutes
East Renfrewshire,2019,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,93,All,All,All,All,All,All,Less than 10 minutes
South Ayrshire,2015,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,87,All,All,All,All,All,All,Less than 10 minutes
Scotland,2019,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,90,All,All,All,All,All,All,Less than 10 minutes
Orkney Islands,2018,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,94,All,All,All,All,All,All,Less than 10 minutes
Glasgow City,2017,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,79,All,All,All,All,All,All,Less than 10 minutes
Clackmannanshire,2018,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,82,All,All,All,All,All,All,Less than 10 minutes
Shetland Islands,2013,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,98,All,All,All,All,All,All,Less than 10 minutes
East Lothian,2013,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,93,All,All,All,All,All,All,Less than 10 minutes
South Ayrshire,2016,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,88,All,All,All,All,All,All,Less than 10 minutes
South Ayrshire,2019,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,48,All,All,All,All,All,All,Less than 10 minutes
Scotland,2017,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,92,All,All,All,All,All,All,Less than 10 minutes
Perth and Kinross,2018,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,88,All,All,All,All,All,All,Less than 10 minutes
East Lothian,2015,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,94,All,All,All,All,All,All,Less than 10 minutes
West Dunbartonshire,2015,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,73,All,All,All,All,All,All,Less than 10 minutes
Renfrewshire,2018,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,87,All,All,All,All,All,All,Less than 10 minutes
North Lanarkshire,2017,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,96,All,All,All,All,All,All,Less than 10 minutes
Scotland,2016,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,95,All,All,All,All,All,All,Less than 10 minutes
Shetland Islands,2014,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,98,All,All,All,All,All,All,Less than 10 minutes
Fife,2018,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,93,All,All,All,All,All,All,Less than 10 minutes
East Lothian,2017,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,89,All,All,All,All,All,All,Less than 10 minutes
West Lothian,2016,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,98,All,All,All,All,All,All,Less than 10 minutes
East Dunbartonshire,2018,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,78,All,All,All,All,All,All,Less than 10 minutes
Glasgow City,2016,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,85,All,All,All,All,All,All,Less than 10 minutes
Shetland Islands,2019,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,95,All,All,All,All,All,All,Less than 10 minutes
East Lothian,2016,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,92,All,All,All,All,All,All,Less than 10 minutes
West Lothian,2017,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,94,All,All,All,All,All,All,Less than 10 minutes
Shetland Islands,2015,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,97,All,All,All,All,All,All,Less than 10 minutes
Na h-Eileanan Siar,2018,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,95,All,All,All,All,All,All,Less than 10 minutes
West Dunbartonshire,2014,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,86,All,All,All,All,All,All,Less than 10 minutes
Midlothian,2013,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,95,All,All,All,All,All,All,Less than 10 minutes
Scotland,2018,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,87,All,All,All,All,All,All,Less than 10 minutes
Scotland,2015,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,91,All,All,All,All,All,All,Less than 10 minutes
Midlothian,2016,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,94,All,All,All,All,All,All,Less than 10 minutes
Stirling,2018,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,81,All,All,All,All,All,All,Less than 10 minutes
Scottish Borders,2018,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,87,All,All,All,All,All,All,Less than 10 minutes
Dumfries and Galloway,2017,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,91,All,All,All,All,All,All,Less than 10 minutes
Midlothian,2019,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,92,All,All,All,All,All,All,Less than 10 minutes
East Ayrshire,2018,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,74,All,All,All,All,All,All,Less than 10 minutes
South Ayrshire,2018,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,61,All,All,All,All,All,All,Less than 10 minutes
Shetland Islands,2017,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,94,All,All,All,All,All,All,Less than 10 minutes
Clackmannanshire,2019,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,78,All,All,All,All,All,All,Less than 10 minutes
Inverclyde,2015,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,94,All,All,All,All,All,All,Less than 10 minutes
East Dunbartonshire,2019,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,92,All,All,All,All,All,All,Less than 10 minutes
Shetland Islands,2019,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,86,All,All,All,All,All,All,Less than 10 minutes
Inverclyde,2016,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,94,All,All,All,All,All,All,Less than 10 minutes
Glasgow City,2014,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,85,All,All,All,All,All,All,Less than 10 minutes
Na h-Eileanan Siar,2015,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,98,All,All,All,All,All,All,Less than 10 minutes
Na h-Eileanan Siar,2014,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,98,All,All,All,All,All,All,Less than 10 minutes
Glasgow City,2013,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,91,All,All,All,All,All,All,Less than 10 minutes
Inverclyde,2013,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,95,All,All,All,All,All,All,Less than 10 minutes
North Lanarkshire,2014,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,95,All,All,All,All,All,All,Less than 10 minutes
West Lothian,2017,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,89,All,All,All,All,All,All,Less than 10 minutes
Aberdeen City,2015,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,84,All,All,All,All,All,All,Less than 10 minutes
East Ayrshire,2013,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,94,All,All,All,All,All,All,Less than 10 minutes
Na h-Eileanan Siar,2018,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,95,All,All,All,All,All,All,Less than 10 minutes
East Renfrewshire,2018,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,93,All,All,All,All,All,All,Less than 10 minutes
Clackmannanshire,2018,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,90,All,All,All,All,All,All,Less than 10 minutes
East Renfrewshire,2016,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,98,All,All,All,All,All,All,Less than 10 minutes
North Lanarkshire,2015,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,93,All,All,All,All,All,All,Less than 10 minutes
Na h-Eileanan Siar,2019,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,92,All,All,All,All,All,All,Less than 10 minutes
Scottish Borders,2013,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,94,All,All,All,All,All,All,Less than 10 minutes
Scottish Borders,2014,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,87,All,All,All,All,All,All,Less than 10 minutes
Midlothian,2017,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,94,All,All,All,All,All,All,Less than 10 minutes
Na h-Eileanan Siar,2016,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,98,All,All,All,All,All,All,Less than 10 minutes
East Renfrewshire,2017,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,95,All,All,All,All,All,All,Less than 10 minutes
East Ayrshire,2017,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,81,All,All,All,All,All,All,Less than 10 minutes
East Renfrewshire,2014,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,95,All,All,All,All,All,All,Less than 10 minutes
East Dunbartonshire,2013,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,84,All,All,All,All,All,All,Less than 10 minutes
Shetland Islands,2015,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,95,All,All,All,All,All,All,Less than 10 minutes
Shetland Islands,2019,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,96,All,All,All,All,All,All,Less than 10 minutes
Aberdeen City,2019,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,70,All,All,All,All,All,All,Less than 10 minutes
Midlothian,2018,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,95,All,All,All,All,All,All,Less than 10 minutes
Midlothian,2014,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,93,All,All,All,All,All,All,Less than 10 minutes
Glasgow City,2019,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,83,All,All,All,All,All,All,Less than 10 minutes
South Lanarkshire,2019,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,90,All,All,All,All,All,All,Less than 10 minutes
East Dunbartonshire,2019,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,86,All,All,All,All,All,All,Less than 10 minutes
South Ayrshire,2014,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,90,All,All,All,All,All,All,Less than 10 minutes
Aberdeen City,2016,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,88,All,All,All,All,All,All,Less than 10 minutes
Highland,2018,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,93,All,All,All,All,All,All,Less than 10 minutes
Aberdeen City,2013,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,75,All,All,All,All,All,All,Less than 10 minutes
Aberdeen City,2014,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,87,All,All,All,All,All,All,Less than 10 minutes
Highland,2016,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,98,All,All,All,All,All,All,Less than 10 minutes
South Lanarkshire,2015,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,92,All,All,All,All,All,All,Less than 10 minutes
South Lanarkshire,2014,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,95,All,All,All,All,All,All,Less than 10 minutes
South Ayrshire,2018,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,69,All,All,All,All,All,All,Less than 10 minutes
South Lanarkshire,2013,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,94,All,All,All,All,All,All,Less than 10 minutes
Highland,2017,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,97,All,All,All,All,All,All,Less than 10 minutes
East Ayrshire,2015,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,86,All,All,All,All,All,All,Less than 10 minutes
Stirling,2019,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,87,All,All,All,All,All,All,Less than 10 minutes
East Dunbartonshire,2014,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,95,All,All,All,All,All,All,Less than 10 minutes
Stirling,2015,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,90,All,All,All,All,All,All,Less than 10 minutes
Moray,2015,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,95,All,All,All,All,All,All,Less than 10 minutes
Shetland Islands,2014,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,96,All,All,All,All,All,All,Less than 10 minutes
Falkirk,2013,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,96,All,All,All,All,All,All,Less than 10 minutes
Stirling,2019,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,81,All,All,All,All,All,All,Less than 10 minutes
Shetland Islands,2016,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,93,All,All,All,All,All,All,Less than 10 minutes
Falkirk,2019,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,92,All,All,All,All,All,All,Less than 10 minutes
Moray,2018,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,96,All,All,All,All,All,All,Less than 10 minutes
Stirling,2017,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,91,All,All,All,All,All,All,Less than 10 minutes
Stirling,2018,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,86,All,All,All,All,All,All,Less than 10 minutes
East Dunbartonshire,2017,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,98,All,All,All,All,All,All,Less than 10 minutes
Dundee City,2013,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,82,All,All,All,All,All,All,Less than 10 minutes
Midlothian,2015,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,95,All,All,All,All,All,All,Less than 10 minutes
South Lanarkshire,2016,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,93,All,All,All,All,All,All,Less than 10 minutes
Falkirk,2016,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,89,All,All,All,All,All,All,Less than 10 minutes
East Dunbartonshire,2016,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,90,All,All,All,All,All,All,Less than 10 minutes
Moray,2016,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,96,All,All,All,All,All,All,Less than 10 minutes
South Ayrshire,2017,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,70,All,All,All,All,All,All,Less than 10 minutes
Orkney Islands,2016,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,89,All,All,All,All,All,All,Less than 10 minutes
Moray,2019,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,97,All,All,All,All,All,All,Less than 10 minutes
South Lanarkshire,2017,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,92,All,All,All,All,All,All,Less than 10 minutes
South Ayrshire,2016,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,89,All,All,All,All,All,All,Less than 10 minutes
Stirling,2015,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,95,All,All,All,All,All,All,Less than 10 minutes
City of Edinburgh,2014,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,79,All,All,All,All,All,All,Less than 10 minutes
South Lanarkshire,2013,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,93,All,All,All,All,All,All,Less than 10 minutes
City of Edinburgh,2015,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,95,All,All,All,All,All,All,Less than 10 minutes
Inverclyde,2017,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,85,All,All,All,All,All,All,Less than 10 minutes
Angus,2015,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,82,All,All,All,All,All,All,Less than 10 minutes
Dundee City,2017,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,82,All,All,All,All,All,All,Less than 10 minutes
Glasgow City,2015,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,84,All,All,All,All,All,All,Less than 10 minutes
Scottish Borders,2014,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,93,All,All,All,All,All,All,Less than 10 minutes
Inverclyde,2019,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,88,All,All,All,All,All,All,Less than 10 minutes
Highland,2018,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,86,All,All,All,All,All,All,Less than 10 minutes
City of Edinburgh,2018,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,94,All,All,All,All,All,All,Less than 10 minutes
Scottish Borders,2013,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,97,All,All,All,All,All,All,Less than 10 minutes
West Lothian,2017,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,90,All,All,All,All,All,All,Less than 10 minutes
West Dunbartonshire,2014,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,86,All,All,All,All,All,All,Less than 10 minutes
South Ayrshire,2017,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,74,All,All,All,All,All,All,Less than 10 minutes
Inverclyde,2014,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,92,All,All,All,All,All,All,Less than 10 minutes
Moray,2015,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,91,All,All,All,All,All,All,Less than 10 minutes
North Lanarkshire,2018,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,86,All,All,All,All,All,All,Less than 10 minutes
East Dunbartonshire,2015,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,95,All,All,All,All,All,All,Less than 10 minutes
Highland,2013,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,93,All,All,All,All,All,All,Less than 10 minutes
City of Edinburgh,2013,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,83,All,All,All,All,All,All,Less than 10 minutes
North Ayrshire,2018,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,82,All,All,All,All,All,All,Less than 10 minutes
East Renfrewshire,2018,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,92,All,All,All,All,All,All,Less than 10 minutes
East Renfrewshire,2016,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,96,All,All,All,All,All,All,Less than 10 minutes
Perth and Kinross,2015,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,94,All,All,All,All,All,All,Less than 10 minutes
Inverclyde,2018,involvement_with_people_in_the_neighbourhood,I can turn to people in this neighbourhood for advice or support,77,All,All,All,All,All,All,Less than 10 minutes
North Ayrshire,2014,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,93,All,All,All,All,All,All,Less than 10 minutes
Glasgow City,2013,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,85,All,All,All,All,All,All,Less than 10 minutes
East Dunbartonshire,2019,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,92,All,All,All,All,All,All,Less than 10 minutes
City of Edinburgh,2019,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,92,All,All,All,All,All,All,Less than 10 minutes
Scottish Borders,2019,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,92,All,All,All,All,All,All,Less than 10 minutes
Aberdeenshire,2016,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,93,All,All,All,All,All,All,Less than 10 minutes
Glasgow City,2017,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,84,All,All,All,All,All,All,Less than 10 minutes
South Ayrshire,2013,involvement_with_people_in_the_neighbourhood,I would offer help to neighbours in an emergency,90,All,All,All,All,All,All,Less than 10 minutes
Dundee City,2013,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to help me,84,All,All,All,All,All,All,Less than 10 minutes
Perth and Kinross,2016,involvement_with_people_in_the_neighbourhood,I can rely on people in this neighbourhood to look after my home when away,98,All,All,All,All,All,All,Less than 10 minutes
